ID,NO,AREA,CATEGORY,STATUS
8939,XF4D046,51,12,未锁定
8940,XF4D047,51,12,未锁定
8941,XF4D048,51,12,未锁定
8942,XF4D049,51,12,未锁定
8943,XF4D050,51,12,未锁定
8944,XF4D051,51,12,锁定
8945,XF4D052,51,12,锁定
8946,XF4D053,51,12,锁定
8947,XF4D054,51,12,锁定
8948,XF4D055,51,12,锁定
8949,XF4D056,51,12,锁定
8950,XF4D057,51,12,锁定
8951,XF4D058,51,12,锁定
8952,XF4D059,51,12,锁定
8953,XF4D060,51,12,锁定
8954,XF4D061,51,12,未锁定
8955,XF4D062,51,12,未锁定
8956,XF4D063,51,12,锁定
8957,XF4D064,51,12,锁定
8958,XF4D065,51,12,未锁定
8959,XF4D066,51,12,未锁定
8960,XF4D067,51,12,未锁定
8961,XF4D068,51,12,未锁定
8962,XF4D069,51,12,锁定
8963,XF4D070,51,12,锁定
8964,XF4D071,51,12,锁定
8965,XF4D072,51,12,锁定
8966,XF4D073,51,12,锁定
8967,XF4D074,51,12,锁定
8968,XF4D075,51,12,锁定
8969,XF4D076,51,12,锁定
8970,XF4D077,51,12,未锁定
8971,XF4D078,51,12,未锁定
8972,XF4D079,51,12,未锁定
8973,XF4D080,51,12,未锁定
8974,XF4D081,51,12,未锁定
8975,XF4D082,51,12,未锁定
8976,XF4D083,51,12,未锁定
8977,XF4D084,51,12,未锁定
8978,XF4D085,51,12,未锁定
8979,XF4D086,51,12,未锁定
8980,XF4D087,51,12,锁定
8981,XF4D088,51,12,锁定
8982,XF4D089,51,12,锁定
8983,XF4D090,51,12,锁定
8984,XF4D091,51,12,锁定
8985,XF4D092,51,12,锁定
8986,XF4D093,51,12,锁定
8987,XF4D094,51,12,锁定
8988,XF4D095,51,12,锁定
8989,XF4D096,51,12,锁定
8990,XF4D097,51,12,未锁定
8991,XF4D098,51,12,未锁定
8992,XF4D099,51,12,未锁定
8993,XF4D100,51,12,未锁定
8994,XF4D101,51,12,未锁定
8995,XF4D102,51,12,未锁定
8996,XF4D103,51,12,未锁定
8997,XF4D104,51,12,未锁定
8998,XF4D105,51,12,未锁定
8999,XF4D106,51,12,未锁定
9000,XF4D107,51,12,锁定
9001,XF4D108,51,12,锁定
9002,XF4D109,51,12,锁定
9003,XF4D110,51,12,锁定
9004,XF4D111,51,12,锁定
9005,XF4D112,51,12,锁定
9006,XF4D113,51,12,锁定
9007,XF4D114,51,12,锁定
9008,XF4D115,51,12,锁定
9009,XF4D116,51,12,锁定
9010,XF4D117,51,12,未锁定
9011,XF4D118,51,12,未锁定
9012,XF4D119,51,12,未锁定
9013,XF4D120,51,12,未锁定
9014,XF4D121,51,12,未锁定
9015,XF4D122,51,12,未锁定
9016,XF4D123,51,12,未锁定
9017,XF4D124,51,12,未锁定
9018,XF4D125,51,12,未锁定
9019,XF4D126,51,12,未锁定
9020,XF4D127,51,12,锁定
9021,XF4D128,51,12,锁定
9022,XF4D129,51,12,锁定
9023,XF4D130,51,12,锁定
9024,XF4D131,51,12,锁定
9025,XF4D132,51,12,锁定
9026,XF4D133,51,12,锁定
9027,XF4D134,51,12,锁定
9028,XF4D135,51,12,锁定
9029,XF4D136,51,12,锁定
7407,XF4F001,52,12,未锁定
7408,XF4F002,52,12,未锁定
7409,XF4F003,52,12,未锁定
7410,XF4F004,52,12,未锁定
7411,XF4F005,52,12,未锁定
7412,XF4F006,52,12,未锁定
7413,XF4F007,52,12,未锁定
7414,XF4F008,52,12,未锁定
7415,XF4F009,52,12,未锁定
7416,XF4F010,52,12,未锁定
9030,XF4E001,53,12,锁定
9031,XF4E002,53,12,锁定
9032,XF4E003,53,12,锁定
9033,XF4E004,53,12,锁定
9034,XF4E005,53,12,锁定
9035,XF4E006,53,12,锁定
9036,XF4E007,53,12,锁定
9037,XF4E008,53,12,锁定
9038,XF4E009,53,12,锁定
9039,XF4E010,53,12,锁定
9040,XF4E011,53,12,未锁定
9041,XF4E012,53,12,未锁定
9042,XF4E013,53,12,未锁定
9043,XF4E014,53,12,未锁定
9044,XF4E015,53,12,未锁定
9045,XF4E016,53,12,未锁定
9046,XF4E017,53,12,未锁定
9047,XF4E018,53,12,未锁定
9048,XF4E019,53,12,未锁定
9049,XF4E020,53,12,未锁定
9050,XF4E021,53,12,锁定
9051,XF4E022,53,12,锁定
9052,XF4E023,53,12,锁定
9053,XF4E024,53,12,锁定
9054,XF4E025,53,12,锁定
9055,XF4E026,53,12,锁定
9056,XF4E027,53,12,锁定
9057,XF4E028,53,12,锁定
9058,XF4E029,53,12,锁定
9059,XF4E030,53,12,锁定
9060,XF4E031,53,12,未锁定
9061,XF4E032,53,12,未锁定
9062,XF4E033,53,12,未锁定
9063,XF4E034,53,12,未锁定
9064,XF4E035,53,12,未锁定
9065,XF4E036,53,12,未锁定
9066,XF4E037,53,12,未锁定
9067,XF4E038,53,12,未锁定
9068,XF4E039,53,12,未锁定
9069,XF4E040,53,12,未锁定
9070,XF4E041,53,12,锁定
9071,XF4E042,53,12,锁定
9072,XF4E043,53,12,锁定
9073,XF4E044,53,12,锁定
9074,XF4E045,53,12,锁定
9075,XF4E046,53,12,锁定
9076,XF4E047,53,12,锁定
9077,XF4E048,53,12,锁定
9078,XF4E049,53,12,锁定
9079,XF4E050,53,12,锁定
9080,XF4E051,53,12,未锁定
9081,XF4E052,53,12,未锁定
9082,XF4E053,53,12,未锁定
9083,XF4E054,53,12,未锁定
9084,XF4E055,53,12,未锁定
9085,XF4E056,53,12,未锁定
9086,XF4E057,53,12,未锁定
9087,XF4E058,53,12,未锁定
9088,XF4E059,53,12,未锁定
9089,XF4E060,53,12,未锁定
9090,XF4E061,53,12,锁定
9091,XF4E062,53,12,锁定
9092,XF4E063,53,12,未锁定
9093,XF4E064,53,12,未锁定
9094,XF4E065,53,12,锁定
9095,XF4E066,53,12,锁定
9096,XF4E067,53,12,锁定
9097,XF4E068,53,12,锁定
9098,XF4E069,53,12,锁定
9099,XF4E070,53,12,锁定
9100,XF4E071,53,12,未锁定
9101,XF4E072,53,12,未锁定
9102,XF4E073,53,12,未锁定
9103,XF4E074,53,12,未锁定
9104,XF4E075,53,12,未锁定
9105,XF4E076,53,12,未锁定
9106,XF4E077,53,12,锁定
9107,XF4E078,53,12,锁定
9108,XF4E079,53,12,锁定
9109,XF4E080,53,12,锁定
9110,XF4E081,53,12,锁定
9111,XF4E082,53,12,锁定
9112,XF4E083,53,12,锁定
9113,XF4E084,53,12,锁定
9114,XF4E085,53,12,锁定
9115,XF4E086,53,12,锁定
9116,XF4E087,53,12,未锁定
9117,XF4E088,53,12,未锁定
9118,XF4E089,53,12,未锁定
9119,XF4E090,53,12,未锁定
9120,XF4E091,53,12,未锁定
9121,XF4E092,53,12,未锁定
9122,XF4E093,53,12,未锁定
9123,XF4E094,53,12,未锁定
9124,XF4E095,53,12,未锁定
9125,XF4E096,53,12,未锁定
9126,XF4E097,53,12,锁定
9127,XF4E098,53,12,锁定
9128,XF4E099,53,12,锁定
9129,XF4E100,53,12,锁定
9130,XF4E101,53,12,锁定
9131,XF4E102,53,12,锁定
9132,XF4E103,53,12,锁定
9133,XF4E104,53,12,锁定
9134,XF4E105,53,12,锁定
9135,XF4E106,53,12,锁定
9136,XF4E107,53,12,未锁定
9137,XF4E108,53,12,未锁定
9138,XF4E109,53,12,未锁定
9139,XF4E110,53,12,未锁定
9140,XF4E111,53,12,未锁定
9141,XF4E112,53,12,未锁定
9142,XF4E113,53,12,未锁定
9143,XF4E114,53,12,未锁定
9144,XF4E115,53,12,未锁定
9145,XF4E116,53,12,未锁定
9146,XF4E117,53,12,锁定
9147,XF4E118,53,12,锁定
9148,XF4E119,53,12,锁定
9149,XF4E120,53,12,锁定
9150,XF4E121,53,12,锁定
9151,XF4E122,53,12,锁定
9152,XF4E123,53,12,锁定
9153,XF4E124,53,12,锁定
9154,XF4E125,53,12,锁定
9155,XF4E126,53,12,锁定
9156,XF4E127,53,12,未锁定
9157,XF4E128,53,12,未锁定
9158,XF4E129,53,12,未锁定
9159,XF4E130,53,12,未锁定
9160,XF4E131,53,12,未锁定
9161,XF4E132,53,12,未锁定
9162,XF4E133,53,12,未锁定
9163,XF4E134,53,12,未锁定
9164,XF4E135,53,12,未锁定
9165,XF4E136,53,12,未锁定
7553,XF4A001,54,12,锁定
7554,XF4A002,54,12,锁定
7555,XF4A003,54,12,锁定
7556,XF4A004,54,12,锁定
7557,XF4A005,54,12,锁定
7558,XF4A006,54,12,锁定
7559,XF4A007,54,12,锁定
7560,XF4A008,54,12,锁定
7561,XF4A009,54,12,未锁定
7562,XF4A010,54,12,未锁定
7563,XF4A011,54,12,未锁定
7564,XF4A012,54,12,未锁定
7565,XF4A013,54,12,未锁定
7566,XF4A014,54,12,未锁定
7567,XF4A015,54,12,未锁定
7568,XF4A016,54,12,未锁定
7569,XF4A017,54,12,锁定
7570,XF4A018,54,12,锁定
7571,XF4A019,54,12,锁定
7572,XF4A020,54,12,锁定
7573,XF4A021,54,12,锁定
7574,XF4A022,54,12,锁定
7575,XF4A023,54,12,锁定
7576,XF4A024,54,12,锁定
7577,XF4A025,54,12,未锁定
7578,XF4A026,54,12,未锁定
7579,XF4A027,54,12,未锁定
7580,XF4A028,54,12,未锁定
7581,XF4A029,54,12,未锁定
7582,XF4A030,54,12,未锁定
7583,XF4A031,54,12,未锁定
7584,XF4A032,54,12,未锁定
7585,XF4A033,54,12,锁定
7586,XF4A034,54,12,锁定
7587,XF4A035,54,12,锁定
7588,XF4A036,54,12,锁定
7589,XF4A037,54,12,锁定
7590,XF4A038,54,12,锁定
7591,XF4A039,54,12,锁定
7592,XF4A040,54,12,锁定
7593,XF4A041,54,12,未锁定
7594,XF4A042,54,12,未锁定
7595,XF4A043,54,12,未锁定
7596,XF4A044,54,12,未锁定
7597,XF4A045,54,12,未锁定
7598,XF4A046,54,12,未锁定
7599,XF4A047,54,12,未锁定
7600,XF4A048,54,12,未锁定
7601,XF4A049,54,12,锁定
7602,XF4A050,54,12,锁定
7603,XF4A051,54,12,锁定
7604,XF4A052,54,12,锁定
7605,XF4A053,54,12,锁定
7606,XF4A054,54,12,锁定
7607,XF4A055,54,12,未锁定
7608,XF4A056,54,12,未锁定
7609,XF4A057,54,12,未锁定
7610,XF4A058,54,12,未锁定
7611,XF4A059,54,12,未锁定
7612,XF4A060,54,12,未锁定
7613,XF4A061,54,12,锁定
7614,XF4A062,54,12,锁定
7615,XF4A063,54,12,锁定
7616,XF4A064,54,12,锁定
7617,XF4A065,54,12,锁定
7618,XF4A066,54,12,锁定
7619,XF4A067,54,12,锁定
7620,XF4A068,54,12,锁定
7621,XF4A069,54,12,未锁定
7622,XF4A070,54,12,未锁定
7623,XF4A071,54,12,未锁定
7624,XF4A072,54,12,未锁定
7625,XF4A073,54,12,未锁定
7626,XF4A074,54,12,未锁定
7627,XF4A075,54,12,未锁定
7628,XF4A076,54,12,未锁定
7629,XF4A077,54,12,锁定
7630,XF4A078,54,12,锁定
7631,XF4A079,54,12,锁定
7632,XF4A080,54,12,锁定
7633,XF4A081,54,12,锁定
7634,XF4A082,54,12,锁定
7635,XF4A083,54,12,锁定
7636,XF4A084,54,12,锁定
7637,XF4A085,54,12,未锁定
7638,XF4A086,54,12,未锁定
7639,XF4A087,54,12,未锁定
7640,XF4A088,54,12,未锁定
7641,XF4A089,54,12,未锁定
7642,XF4A090,54,12,未锁定
7643,XF4A091,54,12,未锁定
7644,XF4A092,54,12,未锁定
7645,XF4A093,54,12,锁定
7646,XF4A094,54,12,锁定
7647,XF4A095,54,12,锁定
7648,XF4A096,54,12,锁定
7649,XF4A097,54,12,锁定
7650,XF4A098,54,12,锁定
7651,XF4A099,54,12,锁定
7652,XF4A100,54,12,锁定
7653,XF4A101,54,12,未锁定
7654,XF4A102,54,12,未锁定
7655,XF4A103,54,12,未锁定
7656,XF4A104,54,12,未锁定
7657,XF4A105,54,12,未锁定
7658,XF4A106,54,12,未锁定
7659,XF4A107,54,12,未锁定
7660,XF4A108,54,12,未锁定
7661,XF4A109,54,12,锁定
7662,XF4A110,54,12,锁定
7663,XF4A111,54,12,锁定
7664,XF4A112,54,12,锁定
7665,XF4A113,54,12,锁定
7666,XF4A114,54,12,锁定
7667,XF4A115,54,12,未锁定
7668,XF4A116,54,12,未锁定
7669,XF4A117,54,12,未锁定
7670,XF4A118,54,12,未锁定
7671,XF4A119,54,12,未锁定
7672,XF4A120,54,12,未锁定
7673,XF4A121,54,12,锁定
7674,XF4A122,54,12,锁定
7675,XF4A123,54,12,锁定
7676,XF4A124,54,12,锁定
7677,XF4A125,54,12,锁定
7678,XF4A126,54,12,锁定
7679,XF4A127,54,12,锁定
7680,XF4A128,54,12,锁定
7681,XF4A129,54,12,未锁定
7682,XF4A130,54,12,未锁定
7683,XF4A131,54,12,未锁定
7684,XF4A132,54,12,未锁定
7685,XF4A133,54,12,未锁定
7686,XF4A134,54,12,未锁定
7687,XF4A135,54,12,未锁定
7688,XF4A136,54,12,未锁定
7689,XF4A137,54,12,锁定
7690,XF4A138,54,12,锁定
7691,XF4A139,54,12,锁定
7692,XF4A140,54,12,锁定
7693,XF4A141,54,12,锁定
7694,XF4A142,54,12,锁定
7695,XF4A143,54,12,锁定
7696,XF4A144,54,12,锁定
7697,XF4A145,54,12,未锁定
7698,XF4A146,54,12,未锁定
7699,XF4A147,54,12,未锁定
7700,XF4A148,54,12,未锁定
7701,XF4A149,54,12,未锁定
7702,XF4A150,54,12,未锁定
7703,XF4A151,54,12,未锁定
7704,XF4A152,54,12,未锁定
7705,XF4A153,54,12,锁定
7706,XF4A154,54,12,锁定
7707,XF4A155,54,12,锁定
7708,XF4A156,54,12,锁定
7709,XF4A157,54,12,锁定
7710,XF4A158,54,12,锁定
7711,XF4A159,54,12,锁定
7712,XF4A160,54,12,锁定
7713,XF4A161,54,12,未锁定
7714,XF4A162,54,12,未锁定
7715,XF4A163,54,12,未锁定
7716,XF4A164,54,12,未锁定
7717,XF4A165,54,12,未锁定
7718,XF4A166,54,12,未锁定
7719,XF4A167,54,12,未锁定
7720,XF4A168,54,12,未锁定
7721,XF5C001,55,12,未锁定
7722,XF5C002,55,12,未锁定
7723,XF5C003,55,12,未锁定
7724,XF5C004,55,12,未锁定
7725,XF5C005,55,12,未锁定
7726,XF5C006,55,12,未锁定
7727,XF5C007,55,12,未锁定
7728,XF5C008,55,12,未锁定
7729,XF5C009,55,12,未锁定
7730,XF5C010,55,12,未锁定
7731,XF5C011,55,12,未锁定
7732,XF5C012,55,12,未锁定
7733,XF5C013,55,12,未锁定
7734,XF5C014,55,12,未锁定
7735,XF5C015,55,12,未锁定
7736,XF5C016,55,12,未锁定
7737,XF5C017,55,12,未锁定
7738,XF5C018,55,12,未锁定
7739,XF5C019,55,12,未锁定
7740,XF5C020,55,12,未锁定
7741,XF5C021,55,12,未锁定
7742,XF5C022,55,12,未锁定
7743,XF5C023,55,12,未锁定
7744,XF5C024,55,12,未锁定
7745,XF5C025,55,12,未锁定
7746,XF5C026,55,12,未锁定
7747,XF5C027,55,12,未锁定
7748,XF5C028,55,12,未锁定
7749,XF5C029,55,12,未锁定
7750,XF5C030,55,12,未锁定
7751,XF5C031,55,12,未锁定
7752,XF5C032,55,12,未锁定
7753,XF5D001,56,12,锁定
7754,XF5D002,56,12,锁定
7755,XF5D003,56,12,锁定
7756,XF5D004,56,12,锁定
7757,XF5D005,56,12,锁定
7758,XF5D006,56,12,锁定
7759,XF5D007,56,12,锁定
7760,XF5D008,56,12,锁定
7761,XF5D009,56,12,锁定
7762,XF5D010,56,12,锁定
7763,XF5D011,56,12,未锁定
7764,XF5D012,56,12,未锁定
7765,XF5D013,56,12,未锁定
7766,XF5D014,56,12,未锁定
7767,XF5D015,56,12,未锁定
7768,XF5D016,56,12,未锁定
7769,XF5D017,56,12,未锁定
7770,XF5D018,56,12,未锁定
7771,XF5D019,56,12,未锁定
7772,XF5D020,56,12,未锁定
7773,XF5D021,56,12,锁定
7774,XF5D022,56,12,锁定
7775,XF5D023,56,12,锁定
7776,XF5D024,56,12,锁定
7777,XF5D025,56,12,锁定
7778,XF5D026,56,12,锁定
7779,XF5D027,56,12,锁定
7780,XF5D028,56,12,锁定
7781,XF5D029,56,12,锁定
7782,XF5D030,56,12,锁定
7783,XF5D031,56,12,未锁定
7784,XF5D032,56,12,未锁定
7785,XF5D033,56,12,未锁定
7786,XF5D034,56,12,未锁定
7787,XF5D035,56,12,未锁定
7788,XF5D036,56,12,未锁定
7789,XF5D037,56,12,未锁定
7790,XF5D038,56,12,未锁定
7791,XF5D039,56,12,未锁定
7792,XF5D040,56,12,未锁定
7793,XF5D041,56,12,锁定
7794,XF5D042,56,12,锁定
7795,XF5D043,56,12,锁定
7796,XF5D044,56,12,锁定
7797,XF5D045,56,12,锁定
7798,XF5D046,56,12,锁定
7799,XF5D047,56,12,锁定
7800,XF5D048,56,12,锁定
7801,XF5D049,56,12,锁定
7802,XF5D050,56,12,锁定
7803,XF5D051,56,12,未锁定
7804,XF5D052,56,12,未锁定
7805,XF5D053,56,12,未锁定
7806,XF5D054,56,12,未锁定
7807,XF5D055,56,12,未锁定
7808,XF5D056,56,12,未锁定
7809,XF5D057,56,12,未锁定
7810,XF5D058,56,12,未锁定
7811,XF5D059,56,12,未锁定
7812,XF5D060,56,12,未锁定
7813,XF5D061,56,12,锁定
7814,XF5D062,56,12,锁定
7815,XF5D063,56,12,未锁定
7816,XF5D064,56,12,未锁定
7817,XF5D065,56,12,锁定
7818,XF5D066,56,12,锁定
7819,XF5D067,56,12,锁定
7820,XF5D068,56,12,锁定
7821,XF5D069,56,12,锁定
7822,XF5D070,56,12,锁定
7823,XF5D071,56,12,未锁定
7824,XF5D072,56,12,未锁定
7825,XF5D073,56,12,未锁定
7826,XF5D074,56,12,未锁定
7827,XF5D075,56,12,未锁定
7828,XF5D076,56,12,未锁定
7829,XF5D077,56,12,锁定
7830,XF5D078,56,12,锁定
7831,XF5D079,56,12,锁定
7832,XF5D080,56,12,锁定
7833,XF5D081,56,12,锁定
7834,XF5D082,56,12,锁定
7835,XF5D083,56,12,锁定
7836,XF5D084,56,12,锁定
7837,XF5D085,56,12,锁定
7838,XF5D086,56,12,锁定
7839,XF5D087,56,12,未锁定
7840,XF5D088,56,12,未锁定
7841,XF5D089,56,12,未锁定
7842,XF5D090,56,12,未锁定
7843,XF5D091,56,12,未锁定
7844,XF5D092,56,12,未锁定
7845,XF5D093,56,12,未锁定
7846,XF5D094,56,12,未锁定
7847,XF5D095,56,12,未锁定
7848,XF5D096,56,12,未锁定
7849,XF5D097,56,12,锁定
7850,XF5D098,56,12,锁定
7851,XF5D099,56,12,锁定
7852,XF5D100,56,12,锁定
7853,XF5D101,56,12,锁定
7854,XF5D102,56,12,锁定
7855,XF5D103,56,12,锁定
7856,XF5D104,56,12,锁定
7857,XF5D105,56,12,锁定
7858,XF5D106,56,12,锁定
7859,XF5D107,56,12,未锁定
7860,XF5D108,56,12,未锁定
7861,XF5D109,56,12,未锁定
7862,XF5D110,56,12,未锁定
7863,XF5D111,56,12,未锁定
7864,XF5D112,56,12,未锁定
7865,XF5D113,56,12,未锁定
7866,XF5D114,56,12,未锁定
7867,XF5D115,56,12,未锁定
7868,XF5D116,56,12,未锁定
7869,XF5D117,56,12,锁定
7870,XF5D118,56,12,锁定
7871,XF5D119,56,12,锁定
7872,XF5D120,56,12,锁定
7873,XF5D121,56,12,锁定
7874,XF5D122,56,12,锁定
7875,XF5D123,56,12,锁定
7876,XF5D124,56,12,锁定
7877,XF5D125,56,12,锁定
7878,XF5D126,56,12,锁定
7879,XF5D127,56,12,未锁定
7880,XF5D128,56,12,未锁定
7881,XF5D129,56,12,未锁定
7882,XF5D130,56,12,未锁定
7883,XF5D131,56,12,未锁定
7884,XF5D132,56,12,未锁定
7885,XF5D133,56,12,未锁定
7886,XF5D134,56,12,未锁定
7887,XF5D135,56,12,未锁定
7888,XF5D136,56,12,未锁定
7889,XF5B001,57,12,未锁定
7890,XF5B002,57,12,未锁定
7891,XF5B003,57,12,未锁定
7892,XF5B004,57,12,未锁定
7893,XF5B005,57,12,未锁定
7894,XF5B006,57,12,未锁定
7895,XF5B007,57,12,未锁定
7896,XF5B008,57,12,未锁定
7897,XF5B009,57,12,未锁定
7898,XF5B010,57,12,未锁定
7899,XF5B011,57,12,未锁定
7900,XF5B012,57,12,未锁定
7901,XF5B013,57,12,未锁定
7902,XF5B014,57,12,未锁定
7903,XF5B015,57,12,未锁定
7904,XF5B016,57,12,未锁定
7905,XF5B017,57,12,未锁定
7906,XF5B018,57,12,未锁定
7907,XF5B019,57,12,未锁定
7908,XF5B020,57,12,未锁定
7909,XF5B021,57,12,未锁定
7910,XF5B022,57,12,未锁定
7911,XF5B023,57,12,未锁定
7912,XF5B024,57,12,未锁定
7913,XF5B025,57,12,未锁定
7914,XF5B026,57,12,未锁定
7915,XF5B027,57,12,未锁定
7916,XF5B028,57,12,未锁定
7917,XF5B029,57,12,未锁定
7918,XF5B030,57,12,未锁定
7919,XF5B031,57,12,未锁定
7920,XF5B032,57,12,未锁定
7921,XF5B033,57,12,未锁定
7922,XF5B034,57,12,未锁定
7923,XF5B035,57,12,未锁定
7924,XF5B036,57,12,未锁定
7925,XF5B037,57,12,未锁定
7926,XF5B038,57,12,未锁定
7927,XF5B039,57,12,未锁定
7928,XF5B040,57,12,未锁定
7929,XF5B041,57,12,未锁定
7930,XF5B042,57,12,未锁定
7931,XF5B043,57,12,未锁定
7932,XF5B044,57,12,未锁定
7933,XF5B045,57,12,未锁定
7934,XF5B046,57,12,未锁定
7935,XF5B047,57,12,未锁定
7936,XF5B048,57,12,未锁定
7937,XF5B049,57,12,未锁定
7938,XF5B050,57,12,未锁定
7939,XF5B051,57,12,未锁定
7940,XF5B052,57,12,未锁定
7941,XF5B053,57,12,未锁定
7942,XF5B054,57,12,未锁定
7943,XF5B055,57,12,未锁定
7944,XF5B056,57,12,未锁定
7945,XF5B057,57,12,未锁定
7946,XF5B058,57,12,未锁定
7947,XF5B059,57,12,未锁定
7948,XF5B060,57,12,未锁定
7949,XF5B061,57,12,未锁定
7950,XF5B062,57,12,未锁定
7951,XF5B063,57,12,未锁定
7952,XF5B064,57,12,未锁定
7953,XF5B065,57,12,未锁定
7954,XF5B066,57,12,未锁定
7955,XF5B067,57,12,未锁定
7956,XF5B068,57,12,未锁定
7957,XF5B069,57,12,未锁定
7958,XF5B070,57,12,未锁定
7959,XF5B071,57,12,未锁定
7960,XF5B072,57,12,未锁定
7961,XF5B073,57,12,未锁定
7962,XF5B074,57,12,未锁定
7963,XF5B075,57,12,未锁定
7964,XF5B076,57,12,未锁定
7965,XF5B077,57,12,未锁定
7966,XF5B078,57,12,未锁定
7967,XF5B079,57,12,未锁定
7968,XF5B080,57,12,未锁定
7969,XF5B081,57,12,未锁定
7970,XF5B082,57,12,未锁定
7971,XF5B083,57,12,未锁定
7972,XF5B084,57,12,未锁定
7973,XF5B085,57,12,未锁定
7974,XF5B086,57,12,未锁定
7975,XF5B087,57,12,未锁定
7976,XF5B088,57,12,未锁定
7977,XF5B089,57,12,未锁定
7978,XF5B090,57,12,未锁定
7979,XF5B091,57,12,未锁定
7980,XF5B092,57,12,未锁定
7981,XF5B093,57,12,未锁定
7982,XF5B094,57,12,未锁定
7983,XF5B095,57,12,未锁定
7984,XF5B096,57,12,未锁定
7985,XF5B097,57,12,未锁定
7986,XF5B098,57,12,未锁定
7987,XF5B099,57,12,未锁定
7988,XF5B100,57,12,未锁定
7989,XF5B101,57,12,未锁定
7990,XF5B102,57,12,未锁定
7991,XF5B103,57,12,未锁定
7992,XF5B104,57,12,未锁定
7993,XF5B105,57,12,未锁定
7994,XF5B106,57,12,未锁定
7995,XF5B107,57,12,未锁定
7996,XF5B108,57,12,未锁定
7997,XF5B109,57,12,未锁定
7998,XF5B110,57,12,未锁定
7999,XF5B111,57,12,未锁定
8000,XF5B112,57,12,未锁定
8001,XF5B113,57,12,未锁定
8002,XF5B114,57,12,未锁定
8003,XF5B115,57,12,未锁定
8004,XF5B116,57,12,未锁定
8005,XF5B117,57,12,未锁定
8006,XF5B118,57,12,未锁定
8007,XF5B119,57,12,未锁定
8008,XF5B120,57,12,未锁定
8009,XF5B121,57,12,未锁定
8010,XF5B122,57,12,未锁定
8011,XF5B123,57,12,未锁定
8012,XF5B124,57,12,未锁定
8013,XF5B125,57,12,未锁定
8014,XF5B126,57,12,未锁定
8015,XF5B127,57,12,未锁定
8016,XF5B128,57,12,未锁定
8017,XF5B129,57,12,未锁定
8018,XF5B130,57,12,未锁定
8019,XF5B131,57,12,未锁定
8020,XF5B132,57,12,未锁定
8021,XF5B133,57,12,未锁定
8022,XF5B134,57,12,未锁定
8023,XF5B135,57,12,未锁定
8024,XF5B136,57,12,未锁定
8025,XF5B137,57,12,未锁定
8026,XF5B138,57,12,未锁定
8027,XF5B139,57,12,未锁定
8028,XF5B140,57,12,未锁定
8029,XF5B141,57,12,未锁定
8030,XF5B142,57,12,未锁定
8031,XF5B143,57,12,未锁定
8032,XF5B144,57,12,未锁定
8033,XF5B145,57,12,未锁定
8034,XF5B146,57,12,未锁定
8035,XF5F001,58,12,未锁定
8036,XF5F002,58,12,未锁定
8037,XF5F003,58,12,未锁定
8038,XF5F004,58,12,未锁定
8039,XF5F005,58,12,未锁定
8040,XF5F006,58,12,未锁定
8041,XF5F007,58,12,未锁定
8042,XF5F008,58,12,未锁定
8043,XF5F009,58,12,未锁定
8044,XF5F010,58,12,未锁定
9166,XF5A001,59,12,未锁定
9167,XF5A002,59,12,未锁定
9168,XF5A003,59,12,未锁定
9169,XF5A004,59,12,未锁定
9170,XF5A005,59,12,未锁定
9171,XF5A006,59,12,未锁定
9172,XF5A007,59,12,未锁定
9173,XF5A008,59,12,未锁定
9174,XF5A009,59,12,未锁定
9175,XF5A010,59,12,未锁定
9176,XF5A011,59,12,未锁定
9177,XF5A012,59,12,未锁定
9178,XF5A013,59,12,未锁定
9179,XF5A014,59,12,未锁定
9180,XF5A015,59,12,未锁定
9181,XF5A016,59,12,未锁定
9182,XF5A017,59,12,未锁定
9183,XF5A018,59,12,未锁定
9184,XF5A019,59,12,未锁定
9185,XF5A020,59,12,未锁定
9186,XF5A021,59,12,未锁定
9187,XF5A022,59,12,未锁定
9188,XF5A023,59,12,未锁定
9189,XF5A024,59,12,未锁定
9190,XF5A025,59,12,未锁定
9191,XF5A026,59,12,未锁定
9192,XF5A027,59,12,未锁定
9193,XF5A028,59,12,未锁定
9194,XF5A029,59,12,未锁定
9195,XF5A030,59,12,未锁定
9196,XF5A031,59,12,未锁定
9197,XF5A032,59,12,未锁定
9198,XF5A033,59,12,未锁定
9199,XF5A034,59,12,未锁定
9200,XF5A035,59,12,未锁定
9201,XF5A036,59,12,未锁定
9202,XF5A037,59,12,未锁定
9203,XF5A038,59,12,未锁定
9204,XF5A039,59,12,未锁定
9205,XF5A040,59,12,未锁定
9206,XF5A041,59,12,未锁定
9207,XF5A042,59,12,未锁定
9208,XF5A043,59,12,未锁定
9209,XF5A044,59,12,未锁定
9210,XF5A045,59,12,未锁定
9211,XF5A046,59,12,未锁定
9212,XF5A047,59,12,未锁定
9213,XF5A048,59,12,未锁定
9214,XF5A049,59,12,未锁定
9215,XF5A050,59,12,未锁定
9216,XF5A051,59,12,未锁定
9217,XF5A052,59,12,未锁定
9218,XF5A053,59,12,未锁定
9219,XF5A054,59,12,未锁定
9220,XF5A055,59,12,未锁定
9221,XF5A056,59,12,未锁定
9222,XF5A057,59,12,未锁定
9223,XF5A058,59,12,未锁定
9224,XF5A059,59,12,未锁定
9225,XF5A060,59,12,未锁定
9226,XF5A061,59,12,未锁定
9227,XF5A062,59,12,未锁定
